,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost,first_word
295,24,Male,Frankfurt,Frontend Developer,3.0,0.0,Middle,JavaScript,"Javascript / Typescript, Docker",44000.0,26.0,full-time,Unlimited contract,English,51-100,Product,No,JavaScript
296,28,Male,Würzburg,Software Engineer,8.0,0.0,Senior,Java,"Kotlin, Javascript / Typescript",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
297,28,Male,Berlin,Backend Developer,9.0,2.0,Senior,PHP,"SQL, AWS, Docker",60000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No,PHP
298,37,Male,Berlin,Software Engineer,8.0,5.0,Senior,Python ,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",76900.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
299,30,Male,Kiev,Backend Developer,8.0,0.0,Middle,Web developer,"PHP, Javascript / Typescript, SQL, Docker",27000.0,21.0,full-time,Temporary contract,Russian,51-100,Product,No,Web
300,30,Male,Munich,Frontend Developer,4.0,1.0,Middle,JavaScript/Typescript,"PHP, SQL",55000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,JavaScript
301,31,Male,Berlin,Software Engineer,4.0,2.0,Lead,Java,"Kotlin, SQL, AWS, Kubernetes, Docker",95000.0,28.0,full-time,Unlimited contract,English,1000+,Startup,No,Java
302,28,Female,Berlin,Software Engineer,3.0,3.0,Middle,Javascript,"PHP, Javascript / Typescript",60000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Javascript
303,31,Female,Munich,Software Engineer,2.0,2.0,Middle,Java,SQL,58000.0,28.0,full-time,Unlimited contract,German,1000+,Product,No,Java
304,34,Male,Berlin,Mobile Developer,9.0,2.0,Senior,Android,"Kotlin, Java / Scala",72000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Android
305,24,Male,Berlin,Backend Developer,4.0,3.0,Middle,PHP,"SQL, Kubernetes, Docker",46000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No,PHP
306,39,Male,Berlin,DevOps,15.0,3.0,Senior,Python,"Python, Ruby, Java / Scala, Go, Rust, AWS, Kubernetes, Docker, Terraform, helm, packer",70000.0,21.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
307,42,Male,Den Haag,Backend Developer,20.0,6.0,Senior,.NET,"Python, Javascript / Typescript, SQL, AWS, Docker",75000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No,nan
308,26,Male,London,Frontend Developer,8.0,0.0,Senior,"TypeScript, React","Javascript / Typescript, Google Cloud, Kubernetes, Docker",105000.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No,TypeScript
309,32,Female,Berlin,Mobile Developer,7.0,3.0,Senior,Kotlin,"Python, Ruby",63000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No,Kotlin
310,23,Male,Berlin,Mobile Developer,3.0,0.0,Lead,Swift,Swift,65000.0,25.0,full-time,Unlimited contract,English,51-100,Startup,No,Swift
311,27,Male,Amsterdam,ML Engineer,4.0,1.0,Middle,python,"Python, R, SQL, SAP / ABAP, AWS, Kubernetes, Docker",62000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,python
312,27,Male,Berlin,Tech Lead / Full-Stack,5.0,3.5,Lead,Python / JavaScript (React),"Python, Javascript / Typescript, SQL, AWS, Docker, React, Tailwindcss",90000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,Python
313,32,Male,Munich,Software Engineer,10.0,6.0,Senior,Java,"Javascript / Typescript, Go",88000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Java
314,31,Male,Berlin,DevOps,11.0,4.0,Senior,Terraform,"PHP, SQL, AWS, Docker",81000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Terraform
315,29,Male,Cracovia,Frontend Developer,2.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,JavaScript,"Javascript / Typescript, Angular",18700.0,22.0,full-time,Unlimited contract,Polish,1000+,Product,No,JavaScript
316,26,Male,Berlin,Marketing Analyst,7.0,2.0,Middle,SQL,"Python, Javascript / Typescript, Google Cloud",60000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No,SQL
317,29,Male,Berlin,Software Engineer,5.0,1.5,Middle,PHP,"Javascript / Typescript, SQL, Docker",56000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No,PHP
318,30,Male,Hamburg,Frontend Developer,7.0,1.0,Senior,JavaScript,Javascript / Typescript,55000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,JavaScript
319,38,Male,Berlin,Mobile Developer,10.0,4.0,Senior,Swift,"Swift, Objective-C",70000.0,24.0,full-time,Unlimited contract,English,1000+,Product,Yes,Swift
320,32,Male,Berlin,CTO,10.0,4.0,CTO,JAVA,"Python, C/C++",200000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,Yes,JAVA
321,25,Male,Berlin,Solutions Architect,6.0,2.0,Middle,Apache Spark,"Python, Java / Scala",100000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Apache
322,24,Male,Berlin,Backend Developer,3.0,0.0,Junior,C#,"Javascript / Typescript, .NET, Kubernetes, Docker",48000.0,28.0,full-time,Temporary contract,English,1000+,Game Company,No,C
323,24,Male,Tallinn,Software Engineer,3.0,0.0,Junior,Java,"Python, SQL",30000.0,28.0,full-time,Unlimited contract,English,11-50,Product,No,Java
324,27,Male,Prague,Software Engineer,3.0,0.0,Middle,.NET,"Javascript / Typescript, Java / Scala, SQL",21120.0,21.0,full-time,Temporary contract,Czech,11-50,Product,No,nan
325,34,Female,Berlin,QA Engineer,6.0,2.0,Senior,Ruby,"Ruby, Java / Scala, AWS, Kubernetes, Docker",67500.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Ruby
326,30,Male,Utrecht,Data Scientist,2.0,0.0,Middle,python,Google Cloud,48000.0,25.0,full-time,Temporary contract,English,1000+,Product,No,python
327,27,Female,Munich,Frontend Developer,2.0,2.0,Middle,JavaScript,Javascript / Typescript,64000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,JavaScript
328,46,Male,Frankfurt,Software Engineer,23.0,16.0,Senior,C#,"C/C++, Javascript / Typescript, .NET, SQL, Azure",90000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No,C
329,48,Male,Berlin,Senior Network&Security Eng.,21.0,17.0,Senior,"Computer Networking,  Network Security ",SQL,68500.0,26.0,full-time,Unlimited contract,English,1000+,Startup,No,Computer
330,40,Female,Berlin,Fullstack Developer,8.0,8.0,Senior,C#,"PHP, Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker, React, Angular2+",57000.0,26.0,full-time,Unlimited contract,German,51-100,Product,No,C
331,23,Male,Stockholm,Frontend Developer,5.0,1.5,Senior,Javascript,Javascript / Typescript,45600.0,30.0,full-time,Unlimited contract,English,up to 10,Consulting / Agency,No,Javascript
332,33,Male,Berlin,Software Engineer,9.223958333333334,10.0,Senior,Java,"Java / Scala, Google Cloud, Kubernetes, Docker",90000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,Java
333,40,Male,Braunschweig ,SAP BW Senior Consultant ,11.0,11.0,Senior,SAP BW / ABAP,SAP / ABAP,75000.0,30.0,full-time,Unlimited contract,German,1000+,Financial ,No,SAP
334,38,Male,Dresden,Software Engineer,10.0,10.0,Lead,"Go, PHP, SQL","PHP, SQL, Go, AWS, Docker",62000.0,30.0,full-time,Unlimited contract,German,51-100,Product,No,Go
335,28,Male,Kyiv,Mobile Developer,5.0,0.0,Senior,Swift,"Swift, Google Cloud",45000.0,20.0,full-time,Unlimited contract,English,11-50,Product,No,Swift
336,38,Male,Berlin,Software Engineer,16.0,2.0,Senior,ABAP,"PHP, SQL, SAP / ABAP, Delphi",83000.0,27.0,full-time,Unlimited contract,English,1000+,Startup,No,ABAP
337,32,Male,Hamburg,Software Engineer,12.0,7.0,Senior,Java,"Kotlin, PHP, Javascript / Typescript, Java / Scala",66300.0,28.0,full-time,Unlimited contract,German,101-1000,Product,No,Java
338,33,Female,Berlin,Software Engineer,6.0,3.0,Middle,java,"SQL, AWS, Kubernetes, Docker",65000.0,28.0,full-time,Unlimited contract,English,1000+,Startup,No,java
339,34,Male,Berlin,Software Engineer,13.0,4.0,Lead,Kotlin ,"Python, Kotlin, C/C++, Java / Scala",85000.0,32.0,full-time,Unlimited contract,English,1000+,Product,No,Kotlin
340,37,Male,Stuttgart ,Software Engineer,9.0,5.0,Senior,Qml,C/C++,60000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Qml
341,33,Male,Berlin,Director of Engineering,10.0,5.0,Director,PHP,"PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,PHP
342,36,Male,Munich,IT Spezialist,15.0,6.0,Senior,AWS,"Javascript / Typescript, Java / Scala, AWS, Docker",79300.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,AWS
343,27,Male,Frankfurt,Software Engineer,5.0,3.0,Middle,C#/.NET,"C/C++, SQL, VBA",48000.0,28.0,full-time,Unlimited contract,English,up to 10,Consulting / Agency,No,C
344,28,Male,Berlin,Software Engineer,6.0,2.0,Middle,PHP,"Javascript / Typescript, SQL, Go, Docker",60000.0,26.0,full-time,Unlimited contract,English,101-1000,E-commerce,No,PHP
345,23,Male,Warsaw,Software Engineer,4.0,0.0,Middle,PHP,"Javascript / Typescript, SQL, Docker",34000.0,28.0,full-time,Temporary contract,English,up to 10,Product,No,PHP
346,31,Female,Berlin,QA Engineer,11.0,1.5,Middle,JS,"Ruby, SQL",57000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,JS
347,34,Male,Tallinn,Software Engineer,12.0,0.0,Middle,PHP,"Javascript / Typescript, SQL, Go, Docker",54000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,PHP
348,34,Male,Berlin,Software Engineer,10.0,2.0,Senior,.Net,Python,60000.0,28.0,full-time,Unlimited contract,English,11-50,Product,No,nan
349,29,Male,Tallinn,Mobile Developer,7.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,Android,Kotlin,65000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Android
350,38,Male,Munich,Software Engineer,15.0,5.0,Senior,Javascript,"Javascript / Typescript, .NET, SQL, AWS, Kubernetes, Docker",80000.0,30.0,full-time,Unlimited contract,English,51-100,Corporation,No,Javascript
351,25,Female,Berlin,Frontend Developer,4.0,1.0,Middle,Javascript / Typescript,NodeJS,60000.0,23.0,full-time,Unlimited contract,English,11-50,Startup,Yes,Javascript
352,23,Male,Berlin,Software Engineer,3.0,3.0,Middle,JavaScript,AWS,60000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,JavaScript
353,30,Male,Munich,Software Engineer,10.0,4.0,Senior,.NET,"Python, Javascript / Typescript, Azure",75000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,nan
354,32,Male,Berlin,Engineering Manager,10.0,5.0,Middle,JavaScript,"Javascript / Typescript, Ruby, Kubernetes, Docker",85000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No,JavaScript
355,28,Male,Berlin,Frontend Developer,2.0,2.0,Junior,JavaScript,"Javascript / Typescript, Google Cloud",47000.0,26.0,full-time,Unlimited contract,German,1000+,Publishing and Technology,No,JavaScript
356,31,Male,Berlin,ML Engineer,4.0,4.0,Junior,python,"Python, Java / Scala, AWS",62000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,python
357,40,Female,Berlin,Software Engineer,1.5,1.5,Junior,JavaScript ,Ruby,50000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No,JavaScript
358,42,Male,Berlin,Software Engineer,17.0,9.0,Senior,Go,"Ruby, AWS, Kubernetes, Docker",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Go
359,27,Male,Berlin,Software Engineer,6.0,3.0,Middle,Java,"C/C++, Kubernetes, Docker",82000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Java
360,29,Male,Munich,Software Engineer,8.0,6.0,Middle,PHP,"Javascript / Typescript, SQL",75000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,PHP
361,37,Male,Malta,Software Architect,18.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Head,Go,"Google Cloud, Kubernetes, Docker, Shell",156000.0,0.0,freelancer,Unlimited contract,English,11-50,Startup,No,Go
362,23,Male,Berlin,Software Engineer,5.0,0.0,Middle,Python,"Python, C/C++, Javascript / Typescript, SQL, Docker",53000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
363,35,Male,Munich,Backend Developer,14.0,2.5,Senior,Java,"Kotlin, Java / Scala, SQL, Kubernetes, Docker",77000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
364,39,Male,Berlin,Manager,11.0,9.0,Head,Python ,"Python, Kotlin, Java / Scala, AWS",180000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Python
365,33,Male,Lübeck,Software Engineer,10.0,1.0,Middle,C#,"Javascript / Typescript, .NET",55000.0,27.0,full-time,Unlimited contract,German,101-1000,Product,No,C
366,38,Male,Berlin,Data Scientist,15.0,2.0,Head,Python,"Python, SQL, SAP / ABAP, AWS",100000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No,Python
367,31,Male,Hamburg,ML Engineer,3.0,3.0,Lead,Python ,"Kubernetes, Docker",70000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,Python
368,26,Female,Berlin,Data Scientist,2.0,1.0,Junior,Python,"R, SQL, AWS, Docker",47000.0,25.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,Python
369,30,Male,Berlin,Software Engineer,10.0,4.0,Senior,Java,"PHP, Java / Scala",70000.0,27.0,full-time,Unlimited contract,English,11-50,Startup,No,Java
370,33,Male,Munich,Software Engineer,9.0,9.0,Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",100000.0,29.0,full-time,Unlimited contract,German,51-100,Product,No,Java
371,33,Male,Munich,Software Engineer,11.0,1.0,Senior,Python,"Python, Javascript / Typescript, SQL, AWS",65000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No,Python
372,31,Male,Berlin,Mobile Developer,10.0,3.0,Senior,Swift,Swift,80000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Swift
373,33,Male,Nuremberg ,Data Scientist,2.0,2.0,Middle,Python,"R, SQL, AWS, Kubernetes, Docker",54000.0,30.0,full-time,Unlimited contract,English,1000+,Market Research ,No,Python
374,43,Male,Munich,Consultant ,21.0,3.0,Senior,Java,"Javascript / Typescript, .NET, Java / Scala, Docker",72000.0,28.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No,Java
375,36,Male,Berlin,Frontend Developer,14.0,5.0,Senior,Javascript,Javascript / Typescript,78000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No,Javascript
376,33,Male,Nürnberg,Software Engineer,9.0,9.0,Senior,Javascript / Typescript,"Python, Java / Scala, SQL, Azure, Docker",60000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No,Javascript
377,36,Female,Berlin,DevOps,1.0,3.0,Middle,java,"Kubernetes, Docker",60000.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,java
378,27,Female,Munich,Mobile Developer,1.0,1.0,Junior,"Kotlin, Java","Kotlin, Java / Scala",50000.0,27.0,full-time,Unlimited contract,English,11-50,Startup,No,Kotlin
379,33,Male,Berlin,Software Engineer,12.0,5.0,Lead,Go,"Go, AWS, Docker",120000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Go
380,33,Male,Berlin,Data Analyst,2.0,2.0,Middle,SQL,Python,62000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,SQL
381,40,Male,Berlin,QA Engineer,11.0,11.0,Senior,Python,"Python, Java / Scala",60000.0,28.0,full-time,Unlimited contract,German,101-1000,Product,No,Python
382,40,Male,Bodensee,Product Manager,17.0,9.0,Lead,Linux Kernel,C/C++,81000.0,30.0,full-time,Unlimited contract,German,11-50,Product,No,Linux
383,39,Male,Berlin,Data Scientist,7.0,4.0,Senior,several,"Python, SQL, AWS, Docker, unix shell scripts",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,several
384,25,Male,Berlin,Software Engineer,6.0,2.0,Middle,Java,"Python, Java / Scala, Go, AWS, Kubernetes, Docker",63700.0,29.0,full-time,Unlimited contract,English,1000+,e-commerce,No,Java
385,27,Male,Berlin,Software Engineer,4.0,1.0,Middle,C#,"Javascript / Typescript, .NET, Azure, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,C
386,28,Male,Berlin,Data Scientist,4.0,4.0,Middle,Python ,"Java / Scala, R, SQL, Docker, Julia ",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
387,36,Female,Munich,Frontend Developer,10.0,3.0,Middle,javascript,Javascript / Typescript,48000.0,30.0,part-time,Unlimited contract,German,101-1000,Product,No,javascript
388,29,Female,Berlin,Software Developer in Test,9.0,4.0,Lead,Java,"Javascript / Typescript, SQL, Docker",66000.0,25.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
389,34,Male,Berlin,Mobile Developer,10.0,0.5,Senior,Android/Kotlin,"Kotlin, Java / Scala",70000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No,Android
390,39,Male,Munich,Software Architect,20.0,12.0,Lead,embedded,"C/C++, Clojure, Assembly",122000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,embedded
391,32,Male,Berlin,Software Engineer,6.0,0.0,Middle,PHP,"Python, PHP, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",58000.0,30.0,full-time,Temporary contract,German,1000+,Product,Yes,PHP
392,37,Male,Berlin,QA Engineer,6.0,6.0,Middle,Java/Groovy,"AWS, Docker",69200.0,28.0,full-time,Unlimited contract,English,101-1000,SaaS,No,Java
393,32,Male,Munich,Software Engineer,7.0,1.0,Senior,Python ,"Python, Javascript / Typescript, SQL, Docker",72000.0,29.0,full-time,Unlimited contract,English,11-50,Startup,No,Python
394,35,Male,Munich,Software Engineer,16.0,8.0,Lead,PHP,"Javascript / Typescript, SQL, AWS, Kubernetes, Docker",84000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,PHP
395,26,Male,Berlin,Data Scientist,5.0,3.0,Middle,Python ,"SQL, AWS, Kubernetes, Docker",59000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No,Python
396,32,Male,Berlin,Frontend Developer,7.0,1.0,Middle,Typescript,"Java / Scala, Kubernetes, Docker",68000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Typescript
397,36,Male,Berlin,Software Engineer,10.0,10.0,Senior,typescript,"Javascript / Typescript, .NET, Azure",88000.0,28.0,full-time,Unlimited contract,German,1000+,Product,No,typescript
398,28,Male,Berlin,Data Engineer,5.0,1.0,Middle,Scala,Java / Scala,65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Scala
399,36,Male,Berlin,Data Scientist,5.0,5.0,Middle,python,"Python, SQL, AWS, Google Cloud",50000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,python
400,40,Male,Munich,Software Engineer,18.0,18.0,Senior,java,"AWS, Docker",160000.0,15.0,freelancer,Temporary contract,German,up to 10,Consulting / Agency,No,java
401,29,Male,Milan,Data Scientist,4.0,0.0,Middle,Python + SQL,"Python, SQL, Spark",37500.0,16.0,full-time,Unlimited contract,Italian,101-1000,Consulting / Agency,No,Python
402,32,Male,Berlin,Software Engineer,10.0,5.0,Middle,javascript,"Javascript / Typescript, SQL, AWS, Docker",65000.0,24.0,full-time,Unlimited contract,English,51-100,Startup,No,javascript
403,28,Male,Munich,Software Engineer,5.0,4.0,Middle,Java,"Javascript / Typescript, Java / Scala, AWS, Docker",56000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No,Java
404,27,Male,Berlin,DevOps,7.0,3.5,Senior,Go,"Python, PHP, AWS, Google Cloud, Kubernetes, Docker",80000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No,Go
405,33,Male,Berlin,Software Engineer,16.0,5.0,Senior,Java,"Python, Kotlin, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",83000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Java
406,34,Male,Munich,QA Engineer,5.0,2.0,Senior,Java,"Kotlin, Swift",76500.0,3.0,full-time,Unlimited contract,English,1000+,Product,No,Java
407,31,Male,Berlin,Frontend Developer,8.0,3.5,Senior,Typescript,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No,Typescript
408,31,Male,Munich,Frontend Developer,8.0,3.0,Senior,"Typescript, Web apps",Javascript / Typescript,79000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Typescript
409,31,Male,Berlin,Data Scientist,5.0,3.0,Middle,Python,"Python, Java / Scala, SQL, AWS, Docker",90000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
410,27,Male,Berlin,ML Engineer,6.0,1.0,Middle,Python,AWS,82000.0,28.0,full-time,Unlimited contract,English,1000+,Product,Yes,Python
411,29,Male,Berlin,Backend Developer,10.0,5.0,Senior,Scala,"Java / Scala, SQL, Go, Google Cloud, Kubernetes, Docker",78000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,Scala
412,39,Male,Berlin,Software Engineer,6.0,1.0,Senior,PHP,"Javascript / Typescript, SQL, AWS, Docker",60000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No,PHP
413,35,Male,Berlin,Frontend Developer,10.0,3.0,Senior,JavaScript,Javascript / Typescript,75000.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No,JavaScript
414,38,Male,Berlin,Tech Leader,24.0,1.0,Head,Java,"Kotlin, PHP, Swift, Javascript / Typescript, Java / Scala, Clojure, R, Rust, AWS, Google Cloud, Azure, Kubernetes, Docker",130000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,Yes,Java
415,31,Male,Salzburg,Chief Research Officer,10.0,2.0,C-level executive manager,Python,"Python, C/C++, AWS, Kubernetes, Docker",115000.0,25.0,full-time,Unlimited contract,English,51-100,Startup,No,Python
416,32,Male,Berlin,QA Engineer,7.0,3.5,Senior,Swift,Javascript / Typescript,65000.0,24.0,full-time,Temporary contract,English,51-100,Startup,No,Swift
417,35,Male,Berlin,SRE,10.0,3.0,Senior,Terraform ,"Python, AWS, Kubernetes",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Terraform
418,28,Male,Rome,ML Engineer,2.0,0.0,Middle,Java,"Python, C/C++",36000.0,36.0,full-time,Unlimited contract,English,1000+,Product,No,Java
419,30,Female,Berlin,Data Scientist,6.0,5.0,Senior,python,"Python, SQL, Google Cloud, Kubernetes, Docker",76000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,python
420,26,Male,Berlin,Data Engineer,2.0,2.0,Middle,Python,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",54000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Python
421,25,Male,Berlin,Data Engineer,3.0,3.0,Senior,Scala,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",65000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Scala
422,27,Male,Berlin,DevOps,4.0,4.0,Middle,AWS,"Python, AWS, Docker",66000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,AWS
423,22,Male,Berlin,Presales Engineer ,4.0,4.0,Middle,"Java, .Net",".NET, Java / Scala, SQL, Go, AWS, Docker",63000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
424,37,Female,Berlin,Data Scientist,2.0,2.0,Middle,Python,"R, SQL, AWS",62000.0,30.0,full-time,Unlimited contract,German,101-1000,Publisher,No,Python
425,25,Male,Berlin,Data Scientist,1.0,0.5,Junior,"Python, statistics, SQL","Python, SQL, Google Cloud, Docker",51000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Python
426,33,Male,Berlin,Backend Developer,11.0,4.0,Senior,Scala,"Java / Scala, AWS, Kubernetes, Docker",154000.0,22.0,freelancer,Temporary contract,German,11-50,Startup,No,Scala
427,38,Male,Berlin,Freelance AI lead / advisor,20.0,7.0,Head,C,"Python, C/C++, Docker",200000.0,0.0,freelancer,Temporary contract,English,up to 10,Consulting / Agency,Yes,C
428,25,Male,Berlin,Software Engineer,5.0,1.0,Senior,Node.js,"Javascript / Typescript, Google Cloud, Kubernetes",57000.0,24.0,full-time,Temporary contract,English,up to 10,Consulting / Agency,No,Node
429,26,Female,Berlin,Data Scientist,4.0,1.0,Middle,"Sql, BQ, tableau, gtm, ga","Python, Javascript / Typescript, SQL",45000.0,25.0,full-time,Temporary contract,English,101-1000,Startup,Yes,Sql
430,29,Male,Berlin,Frontend Developer,3.0,3.0,Middle,React ,Javascript / Typescript,43000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No,React
431,30,Male,Berlin,Frontend Developer,4.0,2.0,Senior,TypeScript,Javascript / Typescript,73000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No,TypeScript
432,30,Male,Berlin,Frontend Developer,11.0,5.0,Senior,Typescript,Java / Scala,74000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Typescript
433,29,Male,Berlin,Frontend Developer,9.0,1.0,Senior,Javascript / Typescript,"Python, Javascript / Typescript, SQL, Perl, Docker",74000.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No,Javascript
434,32,Male,Cologne,DevOps,10.0,1.0,Middle,Bash,"Python, Google Cloud",55000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Bash
435,36,Male,Berlin,Researcher,4.0,4.0,Middle,C++,"Python, C/C++",40000.0,28.0,full-time,Temporary contract,English,up to 10,University,No,C
436,30,Female,Berlin,Software Engineer,4.0,4.0,Middle,Python,"Python, Java / Scala, SQL, AWS, Kubernetes, Docker",56000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Python
437,32,Female,Berlin,QA Engineer,10.0,1.5,Middle,Java,Docker,68000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Java
438,34,Male,Berlin,QA Engineer,10.0,3.0,Senior,JS,"Python, Javascript / Typescript, AWS, Docker",70000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,JS
439,40,Male,Berlin,Engineering manager,15.0,6.0,Head,Python,"Python, SQL, Perl, AWS, Google Cloud, Docker",80000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Python
440,35,Male,Berlin,Software Engineer,15.0,4.0,Principal,C++,"Python, Swift, Java / Scala",77000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
441,31,Male,Berlin,Software Engineer,8.0,1.0,Senior,"Java, Kotlin","Kotlin, Java / Scala, AWS",77000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Java
