,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost,first_word
588,31,Male,Berlin,Software Engineer,12.0,2.0,Senior,Java,"SQL, Go, AWS, Kubernetes, Docker",60000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Java
589,33,Male,Berlin,Software Engineer,10.0,5.0,Senior,Python,"PHP, Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Python
590,28,Male,Berlin,Data Engineer,6.0,1.5,Middle,Python,"Java / Scala, SQL, Kubernetes, Docker",83000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Python
591,35,Male,Düsseldorf,Data Scientist,3.0,3.0,Middle,Python,"SQL, AWS",68000.0,26.0,full-time,Unlimited contract,English,51-100,E-Commerce,No,Python
592,35,Male,Berlin,Consultant,16.0,6.0,Senior,Python,"Python, Java / Scala, SQL, Google Cloud",100000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Python
593,31,Male,Berlin,Software Engineer,8.0,3.0,Senior,Typescript ,"Javascript / Typescript, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",80000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Typescript
594,32,Male,Siegen,Software Engineer,13.0,1.0,Junior,C,C/C++,48000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No,C
595,38,Male,Berlin,Software Engineer,15.0,3.0,Senior,Go,"Google Cloud, Docker",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Go
596,29,Male,Berlin,Engineering Manager,9.0,0.1,Lead,Go,"SQL, AWS, Docker",85000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,Go
597,33,Male,Berlin,Backend Developer,13.0,1.0,Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Google Cloud, Docker",110000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
598,28,Male,Berlin,Fullstack Developer,6.0,6.0,Senior,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",75000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No,JavaScript
599,32,Male,Berlin,Senior Data Engineer,9.0,4.0,Senior,Python,"Java / Scala, SQL, AWS",90000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No,Python
600,39,Male,Berlin,Frontend Developer,10.0,3.0,Senior,Javascript,"Javascript / Typescript, Ruby, AWS, Docker",85000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,Javascript
601,31,Male,Minsk,Frontend Developer,6.0,0.0,Senior,TypeScript/Angular,"Python, Javascript / Typescript",110000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No,TypeScript
602,33,Male,Berlin,Software Engineer,10.0,5.0,Senior,golang,"Go, Google Cloud, Kubernetes, Docker",110000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,golang
603,30,Male,Berlin,QA Engineer,8.0,3.0,Senior,Python,"Python, C/C++, Docker",68000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No,Python
604,30,Female,Düsseldorf ,Analyst,2.0,2.0,Junior,R,"Python, SQL",45000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,R
605,37,Male,Munich,Software Engineer,15.0,6.0,Senior,C#,"Python, PHP, Javascript / Typescript, .NET, Java / Scala, AWS, Azure",80000.0,30.0,full-time,Unlimited contract,German,51-100,Consulting / Agency,Yes,C
606,42,Male,Berlin,Software Engineer,20.0,2.0,Senior,PHP,"PHP, Javascript / Typescript, AWS, Docker",65000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No,PHP
607,31,Male,Nuremberg,QA Engineer,9.0,5.0,Middle,Java,"Javascript / Typescript, Java / Scala",60000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Java
608,20,Male,Berlin,Mobile Developer,5.0,2.0,Lead,C#,.NET,240000.0,27.0,full-time,Unlimited contract,English,1000+,Product,Yes,C
609,34,Female,Berlin,QA Engineer,11.0,11.0,Senior,Python,"AWS, Kubernetes, Docker",60000.0,28.0,full-time,Unlimited contract,German,1000+,Product,No,Python
610,35,Male,Berlin,Engineering Manager,20.0,6.0,Lead,Go,"PHP, Java / Scala, Go, AWS, Docker",85000.0,26.0,full-time,Unlimited contract,English,11-50,Product,No,Go
611,31,Male,Munich,Software Engineer,14.0,1.5,Senior,C++,"Javascript / Typescript, Java / Scala",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,C
612,37,Male,Berlin,Software Engineer,11.0,5.0,Senior,Python,"C/C++, SQL, Docker",73000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
613,37,Male,Berlin,Backend Developer,12.0,2.6,Lead,Kotlin/PHP,"Kotlin, PHP, SQL",90000.0,28.0,full-time,Unlimited contract,English,11-50,Product,No,Kotlin
614,34,Male,Berlin,Mobile Developer,9.0,2.0,Senior,iOS,Swift,80000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,iOS
615,25,Male,Marseille,Data Scientist,1.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Junior,Python,"Python, Javascript / Typescript, SQL, Docker",42000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,No,Python
616,42,Male,Friedrichshafen,Software Engineer,20.0,1.0,Senior,C++,"Python, C/C++, .NET",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,C
617,33,Female,Berlin,Data Scientist,8.0,4.0,Senior,Python ,"SQL, Google Cloud, Docker",77000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Python
618,46,Male,Stuttgart,Software Engineer,13.0,6.0,Middle,C++,Python,70000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
619,34,Male,Berlin,Lead Software Developer,13.0,2.0,Lead,C#,".NET, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No,C
620,35,Male,Berlin,Software Engineer,15.0,4.0,Senior,Java,"Python, SQL, AWS, Docker",85000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No,Java
621,27,Male,Berlin,Backend Developer,4.0,4.0,Senior,Go,"Python, C/C++, Go, AWS, Docker",70000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No,Go
622,31,Male,Berlin,Software Engineer,7.0,5.0,Lead,python,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,28.0,full-time,Unlimited contract,English,1000+,Product,Yes,python
623,24,Male,Berlin,Software Engineer,2.0,2.0,Junior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",60000.0,28.0,full-time,Unlimited contract,German,up to 10,Consulting / Agency,No,Java
624,28,Male,Berlin,Data Engineer,7.0,3.0,Senior,Python,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",90000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No,Python
625,27,Male,Berlin,Data Scientist,5.0,1.0,Middle,Python,SQL,55000.0,24.0,full-time,Unlimited contract,English,51-100,Product,No,Python
626,30,Male,Hannover,Software Engineer,5.0,3.0,Middle,Python,"Javascript / Typescript, Java / Scala, SQL",45000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,No,Python
627,33,Male,Berlin,data engineer,11.0,1.0,Middle,python,"Python, SQL, AWS, Google Cloud",68000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,python
628,26,Male,Berlin,Software Engineer,2.0,1.5,Middle,TypeScript,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",58000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No,TypeScript
629,37,Male,Walldorf,ML Engineer,15.0,15.0,Lead,Python,"AWS, Google Cloud, Kubernetes, Docker",80000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Python
630,39,Male,Munich,Software Engineer,8.0,7.0,Senior,Python,C/C++,130000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Python
631,26,Female,Berlin,Tech recruiting,2.5,2.5,Middle,JS,Python,40000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No,JS
632,30,Male,Hamburg,Data Scientist,5.0,4.0,Head,Python,"R, SQL, AWS",80000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No,Python
633,44,Male,Frankfurt,Software Engineer,10.0,10.0,Senior,SAP ABAP,SAP / ABAP,75000.0,30.0,full-time,Unlimited contract,Russian,101-1000,Product,No,SAP
634,26,Male,Munich,ML Engineer,5.0,4.0,Senior,Spark,"Python, Java / Scala, R, SQL",180000.0,40.0,freelancer,Temporary contract,German,up to 10,Consulting / Agency,No,Spark
635,30,Male,Munich,Software Engineer,10.0,6.0,Senior,Go,"Python, C/C++, Javascript / Typescript, Go",151872.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No,Go
636,26,Male,Eindhoven,ML Engineer,3.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,Python,"Python, C/C++, Docker, Tensorflow, PyTorch",48000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
637,25,Female,Munich,ML Engineer,1.0,1.0,Junior,AI,"Python, SQL",57000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,AI
638,34,Male,France,Data Scientist,11.0,0.0,Senior,Python,"Javascript / Typescript, R, SQL, Google Cloud",80000.0,25.0,full-time,Unlimited contract,French,1000+,Consulting / Agency,No,Python
639,38,Female,Regensburg,ML Engineer,3.0,3.0,Middle,Python,"R, SQL",65000.0,30.0,full-time,Temporary contract,German,1000+,Product,Yes,Python
640,28,Male,Frankfurt,Mobile Developer,5.0,1.0,Senior,Swift,Swift,50000.0,24.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,Swift
641,29,Female,Berlin,Data Scientist,2.0,2.0,Junior,R,Python,52000.0,30.0,full-time,Unlimited contract,German,up to 10,Consulting / Agency,No,R
642,30,Female,Berlin,ML Engineer,5.0,1.5,Middle,pythin,"Python, SQL, Docker",51000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,pythin
643,28,Male,"Warsaw, Poland",Software Engineer,6.0,0.0,Middle,C#,"Javascript / Typescript, .NET, SQL",52800.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,C
644,28,Female,Berlin,Data Scientist,1.0,8.0,Junior,Python,"Python, R, SQL, Azure",55000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Python
645,42,Male,Berlin,Software Engineer,12.0,12.0,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
646,29,Male,Munich,Data Scientist,4.0,4.0,Middle,Python,"Java / Scala, SQL, AWS, Azure",61500.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,Python
647,29,Male,Munich,Software Engineer,4.0,4.0,Middle,R,"Python, SQL",78000.0,30.0,full-time,Unlimited contract,English,1000+,Semiconductor,No,R
648,36,Male,Berlin,CTO,15.0,13.0,C-Level,Java & PHP,"Python, PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",150000.0,30.0,full-time,Unlimited contract,German,101-1000,Media,No,Java
649,37,Male,Munich,Software Engineer,14.0,6.0,Head,Typescript,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker",84000.0,30.0,full-time,Unlimited contract,English,up to 10,Product,No,Typescript
650,31,Male,Amsterdam,Data Scientist,10.0,0.0,Lead,Python,"Javascript / Typescript, R, SQL, AWS, Azure, Docker",100000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No,Python
651,35,Male,Berlin,Data Analyst,5.0,5.0,Middle,R,"R, SQL, Google Cloud",49000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No,R
652,27,Male,Berlin,Data Scientist,4.0,2.0,Junior,Python,"C/C++, Javascript / Typescript",60000.0,15.0,full-time,Temporary contract,English,51-100,Consulting / Agency,No,Python
653,29,Male,Munich,Data Analyst ,6.0,4.0,Middle,Python,"Javascript / Typescript, SQL, AWS, Kubernetes, Docker",68000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
654,36,Male,Berlin,Backend Developer,5.0,2.0,Senior,Java,"Java / Scala, Kubernetes, Docker",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
655,33,Male,Munich,Backend Developer,10.0,10.0,Senior,Java,"Python, Kotlin, Go, Kubernetes",70000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,Java
656,42,Male,Berlin,Software Engineer,12.0,12.0,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
657,32,Female,Berlin,BI Analyst ,1.0,1.0,Junior,Sql ,Python,48000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Sql
658,30,Male,Berlin,Software Engineer,10.0,7.0,Lead,Frontend,"C/C++, Javascript / Typescript, Go, AWS, Docker",115000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No,Frontend
659,29,Female,Berlin,Software Engineer,4.0,4.0,Middle,Java/Kotlin,"Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Java
660,35,Female,Berlin,Frontend Developer,2.0,2.0,Junior,React,Javascript / Typescript,40000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,React
661,36,Male,Frankfurt,Software Engineer,14.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,C++/c,"Python, Docker",81500.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
662,34,Male,Berlin,BI Developer / Data Engineer,10.0,5.0,Senior,SQL,Python,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,SQL
663,34,Male,Berlin,DevOps,12.0,2.0,Lead,Kubernetes,"Python, Go, AWS, Kubernetes, Docker",94000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Kubernetes
664,31,Male,Munich,ML Engineer,4.0,4.0,Senior,Python,Python,100000.0,20.0,full-time,Unlimited contract,English,1000+,Product,No,Python
665,34,Female,Berlin,QA Engineer,7.0,0.0,Senior,Java,"Java / Scala, SQL, Docker",55000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
666,31,Male,Munich,Data Scientist,7.41764705882353,2.0,Middle,Python,"Python, C/C++, Azure, Docker",60000.0,27.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Python
667,33,Male,Munich,Frontend Developer,14.0,8.0,Senior,"Angular, Typescript","PHP, Javascript / Typescript",80000.0,28.0,full-time,Unlimited contract,German,11-50,Product,No,Angular
668,33,Male,Frankfurt,Software Engineer,8.0,5.0,Senior,C#,"Javascript / Typescript, .NET, SQL",67000.0,28.0,full-time,Unlimited contract,English,11-50,Product,No,C
669,33,Male,Munich,Backend Developer,12.0,0.5,Middle,PHP,"PHP, Javascript / Typescript, SQL, Docker",56000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,PHP
670,31,Male,Berlin,Backend Developer,5.0,2.0,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",77000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Python
671,42,Male,Berlin,Software Engineer,12.0,12.0,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
672,33,Male,Heilbronn,Senior Scrum Master (RTE),7.0,7.0,Lead,C++,C/C++,90000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,C
673,31,Male,Berlin,Backend Developer,9.0,9.0,Senior,"Grails, Groovy","Java / Scala, SQL, AWS",67473.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Grails
674,42,Male,Berlin,Software Engineer,12.0,12.0,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
675,30,Male,Berlin,Head of BI,7.0,7.0,Head,Python,"Python, SQL, AWS, Kubernetes, Docker",100000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Python
676,32,Female,Berlin,QA Engineer,10.0,4.0,Lead,Java,"Python, Kotlin, .NET, SQL, Go, Docker",65000.0,33.0,full-time,Unlimited contract,German,1000+,Product,No,Java
677,34,Male,Berlin,Software Engineer,16.0,5.0,Lead,Ruby,"Kotlin, Javascript / Typescript, Java / Scala",91000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No,Ruby
678,35,Male,Berlin,Data Scientist,15.0,10.0,Middle,C++,Python,60000.0,30.0,full-time,Temporary contract,English,101-1000,Product,No,C
679,33,Male,Munich,SRE,10.0,4.0,Senior,PHP,"Python, Javascript / Typescript, Ruby, Java / Scala, AWS, Kubernetes, Docker",79000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,PHP
680,39,Male,Düsseldorf ,Technical project manager,12.0,4.0,Senior,PHP,SQL,65000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No,PHP
681,25,Female,Berlin,support engineer,2.0,2.0,Middle,python ,"Python, Javascript / Typescript, Ruby, SQL",45000.0,26.0,full-time,Unlimited contract,English,1000+,Startup,Yes,python
682,34,Male,Munich,Frontend Developer,4.0,3.0,Middle,JavaScript,"Javascript / Typescript, Go",66000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,JavaScript
683,28,Male,London,Software Engineer,8.0,0.0,Senior,.NET,"Javascript / Typescript, .NET, SQL, AWS",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,nan
684,35,Male,Berlin,Frontend Developer,6.0,1.0,Middle,React / JavaScript,Javascript / Typescript,66500.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,React
685,38,Male,Berlin,Backend Developer,8.0,8.0,Senior,Perl,"SQL, Go, AWS, Docker",64000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,Perl
686,34,Male,Munich,Backend Developer,13.0,2.0,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",105000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,Java
687,36,Male,Dortmund,Software Engineer,8.0,8.0,Senior,kotlin,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",83000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,kotlin
688,30,Female,Munich,Software Engineer,8.0,2.0,Senior,Java,"AWS, Docker",52000.0,28.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No,Java
689,27,Male,Berlin,Data Engineer,6.0,3.0,Middle,Python,"Python, AWS",74000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,Python
690,27,Male,Berlin,QA Engineer,5.0,1.5,Middle,Java,"Python, Javascript / Typescript, Google Cloud, Kubernetes, Docker",56700.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
691,33,Male,Berlin,Software Engineer,7.0,1.0,Middle,Ruby,"Javascript / Typescript, Ruby, AWS, Docker",54000.0,28.0,full-time,Temporary contract,English,51-100,Startup,No,Ruby
692,30,Female,Cologne,Data Scientist,8.0,7.0,Senior,"Python, cloud computing ","Python, SQL, AWS, Azure",85000.0,30.0,full-time,Unlimited contract,English,1000+,Utilities,No,Python
693,25,Male,Frankfurt,DevOps,2.0,2.0,Junior,Python,"Python, AWS, Kubernetes, Docker",65000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No,Python
694,38,Male,Berlin,Software Engineer,12.0,6.0,Senior,Java,Kotlin,92000.0,100.0,full-time,Unlimited contract,English,1000+,Product,No,Java
695,34,Male,City in Russia,Software Architect,14.0,0.0,Lead,Haskell,"Python, C/C++, .NET, SQL",100000.0,30.0,full-time,Temporary contract,English,51-100,Product,No,Haskell
696,29,Male,Berlin,Frontend Developer,8.0,7.0,Senior,JavScript,"Javascript / Typescript, AWS, Docker",77250.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,JavScript
697,36,Male,Berlin,Software Engineer,5.0,1.0,Middle,JavaScript,Javascript / Typescript,60000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No,JavaScript
698,43,Male,Berlin,Software Engineer,20.0,3.0,Middle,Ruby,"Kotlin, PHP, Ruby, Java / Scala, SQL, AWS, Kubernetes, Docker",70000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,Ruby
699,32,Male,Munich,Frontend Developer,10.0,4.0,Lead,js,Javascript / Typescript,80000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No,js
700,28,Male,Berlin,ML Engineer,0.0,1.0,Junior,python,"Python, Docker",48000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,Yes,python
701,36,Male,Nuremberg,Software Engineer,20.0,20.0,Lead,Java,"Java / Scala, SQL, Kubernetes, Docker",74000.0,28.0,full-time,Unlimited contract,German,1000+,Finance,No,Java
702,38,Female,Düsseldorf,Data Scientist,14.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,R,"Python, R, SQL",70000.0,32.0,full-time,Unlimited contract,German,1000+,Product,No,R
703,26,Male,Berlin,Backend Developer,2.0,2.0,Junior,Php,"PHP, Javascript / Typescript, SQL, Docker",25000.0,24.0,full-time,Unlimited contract,German,11-50,Product,No,Php
704,26,Male,Amsterdam,Data Scientist,2.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Junior,Python,"Python, SQL, Azure",48000.0,25.0,full-time,Temporary contract,English,51-100,Fintech,No,Python
705,34,Male,Stuttgart ,Software Engineer,6.0,6.0,Head,C++,"Python, Javascript / Typescript, Java / Scala, R, SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,C
706,25,Male,Stuttgart,Data Scientist,0.0,0.0,Junior,Python ,"R, SQL, Hadoop Hive",58000.0,30.0,full-time,Unlimited contract,German,1000+,Handel ,No,Python
707,30,Male,Frankfurt,Big Data Engineer,3.0,3.0,Middle,Python,"SQL, Docker, Apache Spark, Apache Hadoop, Oracle, PostgreSQL, Bash, Apache Impala, Apache Hive",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting and Product,No,Python
708,30,Male,Cracow,Business Analyst,7.0,0.0,Senior,SQL,"Python, AWS, Google Cloud, Azure, Alteryx, SAS",68500.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,SQL
709,26,Male,Berlin,Software Engineer,5.0,1.0,Middle,Python (Django),"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",69000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
710,30,Female,Stockholm,QA Engineer,7.0,1.0,Senior,Python,"Ruby, SQL",48000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No,Python
711,33,Female,Brunswick,Software Engineer,6.0,4.0,Middle,C++,Python,58000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,C
712,26,Male,Berlin,Backend Developer,6.0,3.0,Senior,Go,"PHP, Go",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Go
713,29,Male,Berlin,Data Scientist,6.0,1.5,Middle,Python ,"SQL, AWS, Google Cloud, Docker",57000.0,28.0,full-time,Unlimited contract,English,up to 10,Startup,Yes,Python
714,36,Male,Zurich,Data Scientist,5.0,0.5,Senior,Python,"Javascript / Typescript, SQL",106000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No,Python
715,23,Male,Dublin,Data Analyst,3.0,0.0,Senior,Python,"Python, R, SQL",49200.0,21.0,full-time,Unlimited contract,English,1000+,Product,No,Python
716,45,Male,Madrid,Data Scientist,2.0,0.0,Senior,Python,"SQL, Azure",42000.0,24.0,full-time,Unlimited contract,Spanish,101-1000,Consulting / Agency,No,Python
717,41,Male,Rome,CTO,22.0,0.0,Head,Python,"C/C++, SQL, Go, Rust, AWS, Google Cloud, Kubernetes, Docker",50000.0,31.0,full-time,Unlimited contract,Italian,51-100,Product,No,Python
718,28,Male,Berlin,ML Engineer,1.0,1.0,Junior,Python,"C/C++, AWS, Google Cloud, Docker",43000.0,14.0,full-time,Unlimited contract,English,up to 10,Startup,Yes,Python
719,35,Male,Berlin,Data Scientist,12.0,3.5,Senior,Python,"R, SQL, AWS, Docker",77000.0,27.0,full-time,Unlimited contract,English,1000+,Startup,Yes,Python
720,37,Female,Berlin,Data Scientist,8.0,0.5,Middle,Python ,"SQL, AWS",67000.0,28.0,full-time,Unlimited contract,English,1000+,Startup,No,Python
721,26,Male,Lisbon,Software Engineer,4.0,0.0,Middle,JavaScript,"Javascript / Typescript, Ruby, SQL",21000.0,22.0,full-time,Unlimited contract,English,51-100,Product,No,JavaScript
722,30,Male,Barcelona,Data Scientist,5.0,0.0,Senior,R,"Python, SQL",40000.0,25.0,full-time,Unlimited contract,Spanish,1000+,Consulting / Agency,No,R
723,24,Male,Sofia,ML Engineer,5.0,0.0,Senior,Python,"Python, C/C++, SQL, Google Cloud, Kubernetes, Docker",64000.0,20.0,full-time,Unlimited contract,English,11-50,Startup,No,Python
724,35,Male,Frankfurt,Manager ,6.0,5.0,Head,C,"Python, C/C++, Docker",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
725,27,Male,Rome,Data Scientist,2.0,0.0,Junior,SQL,"Python, SQL, Google Cloud",25300.0,24.0,full-time,Temporary contract,Italian,1000+,Consulting / Agency,No,SQL
726,27,Female,Munich,Backend Developer,6.0,4.0,Senior,Java,Python,85600.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
727,29,Male,Bonn,Data Scientist,2.0,2.0,Middle,Python,SQL,55200.0,30.0,full-time,Temporary contract,English,1000+,Product,No,Python
728,29,Male,Berlin,AI Management,6.0,6.0,Head,Python,"Python, Azure, Docker",92000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,Python
729,34,Male,Berlin,Backend Developer,14.0,6.0,Lead,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,29.0,full-time,Unlimited contract,English,1000+,Startup,No,Kotlin
730,35,Male,Luttich,Data Scientist,12.0,0.0,Lead,Python,"Python, R, Spark",85000.0,37.5,full-time,Unlimited contract,English,1000+,Product,No,Python
731,54,Male,Milano,Sales ,31.0,6.0,Head,Network Automation,Python,110000.0,29.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,Network
732,31,Male,Berlin,Software Engineer,6.0,4.0,Senior,Kotlin,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes",90000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Kotlin
733,30,Male,Bielefeld,Software Engineer,5.0,3.0,Junior,C++,"Python, Qt",55000.0,30.0,full-time,Unlimited contract,German,11-50,Product,No,C
734,36,Male,Zurich,Backend Developer,15.0,2.0,Senior,C++,"C/C++, Java / Scala",172000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,C
